id,time,value
3,2024:11:12 02:50:05,456.9
4,2024:11:12 02:50:05,351.5
5,2024:11:12 02:50:05,52.3
1,2024:11:12 02:51:05,500.5
2,2024:11:12 02:51:05,48.9
3,2024:11:12 02:51:05,485.4
4,2024:11:12 02:51:05,517.0
5,2024:11:12 02:51:05,38.4
1,2024:11:12 02:52:05,514.5
2,2024:11:12 02:52:05,45.1
3,2024:11:12 02:52:05,764.9
4,2024:11:12 02:52:05,535.2
5,2024:11:12 02:52:05,422.1
1,2024:11:12 02:53:05,369.2
2,2024:11:12 02:53:05,53.3
3,2024:11:12 02:53:05,497.2
4,2024:11:12 02:53:05,478.8
5,2024:11:12 02:53:05,242.8
1,2024:11:12 02:54:05,494.2
2,2024:11:12 02:54:05,51.1
3,2024:11:12 02:54:05,490.0
4,2024:11:12 02:54:05,49.4
5,2024:11:12 02:54:05,637.0
1,2024:11:12 02:55:05,600.4
2,2024:11:12 02:55:05,43.4
3,2024:11:12 02:55:05,120.8
4,2024:11:12 02:55:05,453.2
5,2024:11:12 02:55:05,643.3
1,2024:11:12 02:56:05,79.6
2,2024:11:12 02:56:05,42.4
3,2024:11:12 02:56:05,505.5
4,2024:11:12 02:56:05,363.3
5,2024:11:12 02:56:05,37.3
1,2024:11:12 02:57:05,451.0
2,2024:11:12 02:57:05,42.5
3,2024:11:12 02:57:05,343.5
4,2024:11:12 02:57:05,443.6
5,2024:11:12 02:57:05,184.7
1,2024:11:12 02:58:05,361.5
2,2024:11:12 02:58:05,307.0
3,2024:11:12 02:58:05,385.9
4,2024:11:12 02:58:05,392.1
5,2024:11:12 02:58:05,310.2
1,2024:11:12 02:59:05,99.8
2,2024:11:12 02:59:05,769.9
3,2024:11:12 02:59:05,388.9
4,2024:11:12 02:59:05,480.6
5,2024:11:12 02:59:05,204.6
1,2024:11:12 03:00:05,165.5
2,2024:11:12 03:00:05,42.5
3,2024:11:12 03:00:05,519.6
4,2024:11:12 03:00:05,384.3
5,2024:11:12 03:00:05,732.6
1,2024:11:12 03:01:05,218.4
2,2024:11:12 03:01:05,97.4
3,2024:11:12 03:01:05,46.7
4,2024:11:12 03:01:05,415.8
5,2024:11:12 03:01:05,159.5
1,2024:11:12 03:02:05,539.8
2,2024:11:12 03:02:05,60.8
3,2024:11:12 03:02:05,529.5
4,2024:11:12 03:02:05,522.8
5,2024:11:12 03:02:05,195.3
1,2024:11:12 03:03:05,379.1
2,2024:11:12 03:03:05,681.6
3,2024:11:12 03:03:05,418.0
4,2024:11:12 03:03:05,427.1
5,2024:11:12 03:03:05,224.2
1,2024:11:12 03:04:05,433.0
2,2024:11:12 03:04:05,48.0
3,2024:11:12 03:04:05,455.2
4,2024:11:12 03:04:05,507.4
5,2024:11:12 03:04:05,158.4
1,2024:11:12 03:05:05,1.7
2,2024:11:12 03:05:05,35.5
3,2024:11:12 03:05:05,6.7
4,2024:11:12 03:05:05,527.7
5,2024:11:12 03:05:05,187.2
1,2024:11:12 03:06:05,532.6
2,2024:11:12 03:06:05,41.3
3,2024:11:12 03:06:05,232.3
4,2024:11:12 03:06:05,424.5
5,2024:11:12 03:06:05,208.9
1,2024:11:12 03:07:05,367.9
2,2024:11:12 03:07:05,54.3
3,2024:11:12 03:07:05,531.2
4,2024:11:12 03:07:05,97.7
5,2024:11:12 03:07:05,51.1
1,2024:11:12 03:08:05,519.3
2,2024:11:12 03:08:05,38.1
3,2024:11:12 03:08:05,591.4
4,2024:11:12 03:08:05,207.7
5,2024:11:12 03:08:05,171.1
1,2024:11:12 03:09:05,535.8
2,2024:11:12 03:09:05,126.1
3,2024:11:12 03:09:05,403.8
4,2024:11:12 03:09:05,392.7
5,2024:11:12 03:09:05,678.7
1,2024:11:12 03:10:05,352.4
2,2024:11:12 03:10:05,3.5
3,2024:11:12 03:10:05,387.8
4,2024:11:12 03:10:05,790.6
5,2024:11:12 03:10:05,555.4
1,2024:11:12 03:11:05,267.5
2,2024:11:12 03:11:05,52.4
3,2024:11:12 03:11:05,646.1
4,2024:11:12 03:11:05,378.6
5,2024:11:12 03:11:05,227.5
1,2024:11:12 03:12:05,398.0
2,2024:11:12 03:12:05,39.3
3,2024:11:12 03:12:05,482.5
4,2024:11:12 03:12:05,136.9
5,2024:11:12 03:12:05,192.3
1,2024:11:12 03:13:05,464.6
2,2024:11:12 03:13:05,246.4
3,2024:11:12 03:13:05,781.8
4,2024:11:12 03:13:05,556.5
5,2024:11:12 03:13:05,658.6
1,2024:11:12 03:14:05,449.8
2,2024:11:12 03:14:05,49.4
3,2024:11:12 03:14:05,52.9
4,2024:11:12 03:14:05,47.9
5,2024:11:12 03:14:05,445.7
1,2024:11:12 03:15:05,243.0
2,2024:11:12 03:15:05,52.6
3,2024:11:12 03:15:05,451.9
4,2024:11:12 03:15:05,515.8
5,2024:11:12 03:15:05,168.1
1,2024:11:12 03:16:05,377.4
2,2024:11:12 03:16:05,145.7
3,2024:11:12 03:16:05,392.3
4,2024:11:12 03:16:05,394.5
5,2024:11:12 03:16:05,110.7
1,2024:11:12 03:17:05,413.4
2,2024:11:12 03:17:05,50.8
3,2024:11:12 03:17:05,426.9
4,2024:11:12 03:17:05,396.1
5,2024:11:12 03:17:05,237.5
1,2024:11:12 03:18:05,426.8
2,2024:11:12 03:18:05,652.7
3,2024:11:12 03:18:05,741.7
4,2024:11:12 03:18:05,50.9
5,2024:11:12 03:18:05,156.7
1,2024:11:12 03:19:05,670.1
2,2024:11:12 03:19:05,53.0
3,2024:11:12 03:19:05,5.0
4,2024:11:12 03:19:05,39.4
5,2024:11:12 03:19:05,219.0
1,2024:11:12 03:20:05,325.4
2,2024:11:12 03:20:05,129.0
3,2024:11:12 03:20:05,490.0
4,2024:11:12 03:20:05,41.9
5,2024:11:12 03:20:05,615.7
1,2024:11:12 03:21:05,356.2
2,2024:11:12 03:21:05,52.0
3,2024:11:12 03:21:05,574.4
4,2024:11:12 03:21:05,448.5
5,2024:11:12 03:21:05,221.5
1,2024:11:12 03:22:05,504.3
2,2024:11:12 03:22:05,54.6
3,2024:11:12 03:22:05,373.2
4,2024:11:12 03:22:05,547.4
5,2024:11:12 03:22:05,523.1
1,2024:11:12 03:23:05,415.7
2,2024:11:12 03:23:05,38.9
3,2024:11:12 03:23:05,466.9
4,2024:11:12 03:23:05,387.0
5,2024:11:12 03:23:05,229.4
1,2024:11:12 03:24:05,476.5
2,2024:11:12 03:24:05,11.9
3,2024:11:12 03:24:05,372.9
4,2024:11:12 03:24:05,400.0
5,2024:11:12 03:24:05,245.4
1,2024:11:12 03:25:05,515.7
2,2024:11:12 03:25:05,43.0
3,2024:11:12 03:25:05,435.7
4,2024:11:12 03:25:05,359.1
5,2024:11:12 03:25:05,197.0
1,2024:11:12 03:26:05,392.2
2,2024:11:12 03:26:05,11.2
3,2024:11:12 03:26:05,357.2
4,2024:11:12 03:26:05,513.8
5,2024:11:12 03:26:05,205.9
1,2024:11:12 03:27:05,515.3
2,2024:11:12 03:27:05,36.1
3,2024:11:12 03:27:05,223.0
4,2024:11:12 03:27:05,493.9
5,2024:11:12 03:27:05,156.2
1,2024:11:12 03:28:05,533.2
2,2024:11:12 03:28:05,54.5
3,2024:11:12 03:28:05,669.0
4,2024:11:12 03:28:05,456.8
5,2024:11:12 03:28:05,225.5
1,2024:11:12 03:29:05,355.7
2,2024:11:12 03:29:05,2.0
3,2024:11:12 03:29:05,213.2
4,2024:11:12 03:29:05,528.2
5,2024:11:12 03:29:05,248.8
1,2024:11:12 03:30:05,486.0
2,2024:11:12 03:30:05,8.8
3,2024:11:12 03:30:05,485.2
4,2024:11:12 03:30:05,697.3
5,2024:11:12 03:30:05,7.9
1,2024:11:12 03:31:05,375.7
2,2024:11:12 03:31:05,12.0
3,2024:11:12 03:31:05,522.2
4,2024:11:12 03:31:05,526.0
5,2024:11:12 03:31:05,100.3
1,2024:11:12 03:32:05,377.4
2,2024:11:12 03:32:05,46.1
3,2024:11:12 03:32:05,404.5
4,2024:11:12 03:32:05,666.2
5,2024:11:12 03:32:05,177.5
1,2024:11:12 03:33:05,675.1
2,2024:11:12 03:33:05,47.3
3,2024:11:12 03:33:05,42.6
4,2024:11:12 03:33:05,46.4
5,2024:11:12 03:33:05,60.5
1,2024:11:12 03:34:05,378.4
2,2024:11:12 03:34:05,53.7
3,2024:11:12 03:34:05,53.3
4,2024:11:12 03:34:05,544.0
5,2024:11:12 03:34:05,236.2
1,2024:11:12 03:35:05,799.0
2,2024:11:12 03:35:05,45.9
3,2024:11:12 03:35:05,368.3
4,2024:11:12 03:35:05,406.0
5,2024:11:12 03:35:05,171.0
1,2024:11:12 03:36:05,426.7
2,2024:11:12 03:36:05,46.4
3,2024:11:12 03:36:05,10.1
4,2024:11:12 03:36:05,467.9
5,2024:11:12 03:36:05,429.1
1,2024:11:12 03:37:05,528.0
2,2024:11:12 03:37:05,39.1
3,2024:11:12 03:37:05,789.1
4,2024:11:12 03:37:05,445.4
5,2024:11:12 03:37:05,561.4
1,2024:11:12 03:38:05,539.1
2,2024:11:12 03:38:05,39.6
3,2024:11:12 03:38:05,404.9
4,2024:11:12 03:38:05,670.3
5,2024:11:12 03:38:05,212.2
1,2024:11:12 03:39:05,410.2
2,2024:11:12 03:39:05,8.6
3,2024:11:12 03:39:05,446.9
4,2024:11:12 03:39:05,75.5
5,2024:11:12 03:39:05,205.9
1,2024:11:12 03:40:05,300.6
2,2024:11:12 03:40:05,52.1
3,2024:11:12 03:40:05,423.0
4,2024:11:12 03:40:05,433.7
5,2024:11:12 03:40:05,96.7
1,2024:11:12 03:41:05,435.7
2,2024:11:12 03:41:05,54.8
3,2024:11:12 03:41:05,549.5
4,2024:11:12 03:41:05,786.2
5,2024:11:12 03:41:05,216.4
1,2024:11:12 03:42:05,448.9
2,2024:11:12 03:42:05,43.1
3,2024:11:12 03:42:05,39.6
4,2024:11:12 03:42:05,500.8
5,2024:11:12 03:42:05,158.1
1,2024:11:12 03:43:05,673.3
2,2024:11:12 03:43:05,789.5
3,2024:11:12 03:43:05,544.4
4,2024:11:12 03:43:05,514.7
5,2024:11:12 03:43:05,554.7
1,2024:11:12 03:44:05,537.0
2,2024:11:12 03:44:05,321.9
3,2024:11:12 03:44:05,429.1
4,2024:11:12 03:44:05,394.6
5,2024:11:12 03:44:05,105.1
1,2024:11:12 03:45:05,298.7
2,2024:11:12 03:45:05,43.1
3,2024:11:12 03:45:05,451.3
4,2024:11:12 03:45:05,524.4
5,2024:11:12 03:45:05,406.3
1,2024:11:12 03:46:05,255.4
2,2024:11:12 03:46:05,45.2
3,2024:11:12 03:46:05,512.9
4,2024:11:12 03:46:05,52.0
5,2024:11:12 03:46:05,249.4
1,2024:11:12 03:47:05,274.4
2,2024:11:12 03:47:05,245.5
3,2024:11:12 03:47:05,539.5
4,2024:11:12 03:47:05,403.9
5,2024:11:12 03:47:05,155.9
1,2024:11:12 03:48:05,407.0
2,2024:11:12 03:48:05,39.7
3,2024:11:12 03:48:05,405.3
4,2024:11:12 03:48:05,46.3
5,2024:11:12 03:48:05,236.7
1,2024:11:12 03:49:05,467.5
2,2024:11:12 03:49:05,44.2
3,2024:11:12 03:49:05,11.9
4,2024:11:12 03:49:05,40.3
5,2024:11:12 03:49:05,38.8
1,2024:11:12 03:50:05,464.5
2,2024:11:12 03:50:05,45.2
3,2024:11:12 03:50:05,361.1
4,2024:11:12 03:50:05,73.3
5,2024:11:12 03:50:05,58.6
1,2024:11:12 03:51:05,409.0
2,2024:11:12 03:51:05,36.5
3,2024:11:12 03:51:05,449.5
4,2024:11:12 03:51:05,405.3
5,2024:11:12 03:51:05,204.3
1,2024:11:12 03:52:05,708.1
2,2024:11:12 03:52:05,307.4
3,2024:11:12 03:52:05,538.6
4,2024:11:12 03:52:05,390.5
5,2024:11:12 03:52:05,153.6
1,2024:11:12 03:53:05,499.9
2,2024:11:12 03:53:05,44.3
3,2024:11:12 03:53:05,544.3
4,2024:11:12 03:53:05,488.9
5,2024:11:12 03:53:05,799.8
1,2024:11:12 03:54:05,515.0
2,2024:11:12 03:54:05,47.7
3,2024:11:12 03:54:05,500.1
4,2024:11:12 03:54:05,545.1
5,2024:11:12 03:54:05,175.5
1,2024:11:12 03:55:05,420.3
2,2024:11:12 03:55:05,51.8
3,2024:11:12 03:55:05,513.9
4,2024:11:12 03:55:05,536.0
5,2024:11:12 03:55:05,232.9
1,2024:11:12 03:56:05,416.0
2,2024:11:12 03:56:05,9.0
3,2024:11:12 03:56:05,106.1
4,2024:11:12 03:56:05,737.2
5,2024:11:12 03:56:05,49.8
1,2024:11:12 03:57:05,360.0
2,2024:11:12 03:57:05,55.5
3,2024:11:12 03:57:05,507.0
4,2024:11:12 03:57:05,237.9
5,2024:11:12 03:57:05,239.5
1,2024:11:12 03:58:05,276.4
2,2024:11:12 03:58:05,39.1
3,2024:11:12 03:58:05,497.8
4,2024:11:12 03:58:05,647.6
5,2024:11:12 03:58:05,41.5
1,2024:11:12 03:59:05,466.3
2,2024:11:12 03:59:05,717.9
3,2024:11:12 03:59:05,517.4
4,2024:11:12 03:59:05,543.9
5,2024:11:12 03:59:05,38.2
1,2024:11:12 04:00:05,388.9
2,2024:11:12 04:00:05,88.1
3,2024:11:12 04:00:05,11.1
4,2024:11:12 04:00:05,367.3
5,2024:11:12 04:00:05,191.9
1,2024:11:12 04:01:05,352.0
2,2024:11:12 04:01:05,53.9
3,2024:11:12 04:01:05,447.6
4,2024:11:12 04:01:05,544.0
5,2024:11:12 04:01:05,234.3
1,2024:11:12 04:02:05,445.6
2,2024:11:12 04:02:05,44.8
3,2024:11:12 04:02:05,396.6
4,2024:11:12 04:02:05,487.9
5,2024:11:12 04:02:05,281.8
1,2024:11:12 04:03:05,126.0
2,2024:11:12 04:03:05,251.0
3,2024:11:12 04:03:05,428.8
4,2024:11:12 04:03:05,86.1
5,2024:11:12 04:03:05,233.2
1,2024:11:12 04:04:05,473.7
2,2024:11:12 04:04:05,40.3
3,2024:11:12 04:04:05,548.1
4,2024:11:12 04:04:05,465.1
5,2024:11:12 04:04:05,363.3
1,2024:11:12 04:05:05,405.6
2,2024:11:12 04:05:05,38.9
3,2024:11:12 04:05:05,376.7
4,2024:11:12 04:05:05,53.5
5,2024:11:12 04:05:05,208.7
1,2024:11:12 04:06:05,394.1
2,2024:11:12 04:06:05,44.9
3,2024:11:12 04:06:05,437.7
4,2024:11:12 04:06:05,452.9
5,2024:11:12 04:06:05,175.5
1,2024:11:12 04:07:05,442.3
2,2024:11:12 04:07:05,5.1
3,2024:11:12 04:07:05,44.0
4,2024:11:12 04:07:05,480.8
5,2024:11:12 04:07:05,152.0
1,2024:11:12 04:08:05,444.7
2,2024:11:12 04:08:05,276.0
3,2024:11:12 04:08:05,485.6
4,2024:11:12 04:08:05,441.7
5,2024:11:12 04:08:05,162.1
1,2024:11:12 04:09:05,608.6
2,2024:11:12 04:09:05,7.9
3,2024:11:12 04:09:05,736.5
4,2024:11:12 04:09:05,469.4
5,2024:11:12 04:09:05,51.4
1,2024:11:12 04:10:05,570.5
2,2024:11:12 04:10:05,37.5
3,2024:11:12 04:10:05,533.1
4,2024:11:12 04:10:05,475.6
5,2024:11:12 04:10:05,520.1
1,2024:11:12 04:11:05,446.2
2,2024:11:12 04:11:05,608.6
3,2024:11:12 04:11:05,384.7
4,2024:11:12 04:11:05,537.9
5,2024:11:12 04:11:05,164.1
1,2024:11:12 04:12:05,413.4
2,2024:11:12 04:12:05,38.3
3,2024:11:12 04:12:05,449.1
4,2024:11:12 04:12:05,508.6
5,2024:11:12 04:12:05,157.5
1,2024:11:12 04:13:05,436.8
2,2024:11:12 04:13:05,53.4
3,2024:11:12 04:13:05,401.0
4,2024:11:12 04:13:05,531.4
5,2024:11:12 04:13:05,105.9
1,2024:11:12 04:14:05,299.4
2,2024:11:12 04:14:05,60.9
3,2024:11:12 04:14:05,445.9
4,2024:11:12 04:14:05,487.4
5,2024:11:12 04:14:05,212.9
1,2024:11:12 04:15:05,604.7
2,2024:11:12 04:15:05,48.9
3,2024:11:12 04:15:05,748.4
4,2024:11:12 04:15:05,39.2
5,2024:11:12 04:15:05,180.4
1,2024:11:12 04:16:05,443.8
2,2024:11:12 04:16:05,9.1
3,2024:11:12 04:16:05,401.7
4,2024:11:12 04:16:05,445.7
5,2024:11:12 04:16:05,205.4
1,2024:11:12 04:17:05,247.9
2,2024:11:12 04:17:05,122.1
3,2024:11:12 04:17:05,160.9
4,2024:11:12 04:17:05,481.8
5,2024:11:12 04:17:05,179.2
1,2024:11:12 04:18:05,315.6
2,2024:11:12 04:18:05,48.3
3,2024:11:12 04:18:05,379.6
4,2024:11:12 04:18:05,390.6
5,2024:11:12 04:18:05,75.8
1,2024:11:12 04:19:05,133.1
2,2024:11:12 04:19:05,10.9
3,2024:11:12 04:19:05,478.0
4,2024:11:12 04:19:05,432.5
5,2024:11:12 04:19:05,45.7
1,2024:11:12 04:20:05,569.5
2,2024:11:12 04:20:05,565.0
3,2024:11:12 04:20:05,363.3
4,2024:11:12 04:20:05,515.2
5,2024:11:12 04:20:05,477.2
1,2024:11:12 04:21:05,512.4
2,2024:11:12 04:21:05,4.6
3,2024:11:12 04:21:05,401.4
4,2024:11:12 04:21:05,513.7
5,2024:11:12 04:21:05,387.3
1,2024:11:12 04:22:05,491.5
2,2024:11:12 04:22:05,39.7
3,2024:11:12 04:22:05,444.7
4,2024:11:12 04:22:05,431.0
5,2024:11:12 04:22:05,242.5
1,2024:11:12 04:23:05,436.9
2,2024:11:12 04:23:05,45.7
3,2024:11:12 04:23:05,364.4
4,2024:11:12 04:23:05,713.2
5,2024:11:12 04:23:05,62.5
1,2024:11:12 04:24:05,758.4
2,2024:11:12 04:24:05,51.2
3,2024:11:12 04:24:05,431.3
4,2024:11:12 04:24:05,350.6
5,2024:11:12 04:24:05,198.6
1,2024:11:12 04:25:05,656.8
2,2024:11:12 04:25:05,52.0
3,2024:11:12 04:25:05,530.8
4,2024:11:12 04:25:05,422.9
5,2024:11:12 04:25:05,400.6
1,2024:11:12 04:26:05,173.2
2,2024:11:12 04:26:05,36.7
3,2024:11:12 04:26:05,446.5
4,2024:11:12 04:26:05,442.2
5,2024:11:12 04:26:05,157.4
1,2024:11:12 04:27:05,544.6
2,2024:11:12 04:27:05,48.8
3,2024:11:12 04:27:05,544.1
4,2024:11:12 04:27:05,450.6
5,2024:11:12 04:27:05,188.8
1,2024:11:12 04:28:05,772.9
2,2024:11:12 04:28:05,48.5
3,2024:11:12 04:28:05,7.5
4,2024:11:12 04:28:05,681.8
5,2024:11:12 04:28:05,165.5
1,2024:11:12 04:29:05,522.9
2,2024:11:12 04:29:05,50.9
3,2024:11:12 04:29:05,53.0
4,2024:11:12 04:29:05,665.2
5,2024:11:12 04:29:05,191.8
1,2024:11:12 04:30:05,188.1
2,2024:11:12 04:30:05,36.2
3,2024:11:12 04:30:05,372.3
4,2024:11:12 04:30:05,632.6
5,2024:11:12 04:30:05,170.3
1,2024:11:12 04:31:05,464.5
2,2024:11:12 04:31:05,48.5
3,2024:11:12 04:31:05,445.9
4,2024:11:12 04:31:05,39.7
5,2024:11:12 04:31:05,172.8
1,2024:11:12 04:32:05,750.0
2,2024:11:12 04:32:05,71.8
3,2024:11:12 04:32:05,43.3
4,2024:11:12 04:32:05,53.7
5,2024:11:12 04:32:05,182.0
1,2024:11:12 04:33:05,416.3
2,2024:11:12 04:33:05,555.3
3,2024:11:12 04:33:05,489.1
4,2024:11:12 04:33:05,500.5
5,2024:11:12 04:33:05,182.5
1,2024:11:12 04:34:05,358.2
2,2024:11:12 04:34:05,49.0
3,2024:11:12 04:34:05,389.0
4,2024:11:12 04:34:05,461.2
5,2024:11:12 04:34:05,40.0
1,2024:11:12 04:35:05,521.9
2,2024:11:12 04:35:05,47.5
3,2024:11:12 04:35:05,395.1
4,2024:11:12 04:35:05,137.4
5,2024:11:12 04:35:05,74.5
1,2024:11:12 04:36:05,462.0
2,2024:11:12 04:36:05,50.7
3,2024:11:12 04:36:05,545.3
4,2024:11:12 04:36:05,500.4
5,2024:11:12 04:36:05,36.8
1,2024:11:12 04:37:05,467.9
2,2024:11:12 04:37:05,43.8
3,2024:11:12 04:37:05,454.8
4,2024:11:12 04:37:05,474.0
5,2024:11:12 04:37:05,241.1
1,2024:11:12 04:38:05,498.8
2,2024:11:12 04:38:05,529.7
3,2024:11:12 04:38:05,431.1
4,2024:11:12 04:38:05,425.3
5,2024:11:12 04:38:05,228.3
1,2024:11:12 04:39:05,411.4
2,2024:11:12 04:39:05,53.6
3,2024:11:12 04:39:05,462.2
4,2024:11:12 04:39:05,417.5
5,2024:11:12 04:39:05,360.2
1,2024:11:12 04:40:05,494.5
2,2024:11:12 04:40:05,259.3
3,2024:11:12 04:40:05,44.8
4,2024:11:12 04:40:05,444.8
5,2024:11:12 04:40:05,661.8
1,2024:11:12 04:41:05,453.5
2,2024:11:12 04:41:05,40.3
3,2024:11:12 04:41:05,366.5
4,2024:11:12 04:41:05,454.5
5,2024:11:12 04:41:05,219.6
1,2024:11:12 04:42:05,362.0
2,2024:11:12 04:42:05,45.8
3,2024:11:12 04:42:05,419.0
4,2024:11:12 04:42:05,98.8
5,2024:11:12 04:42:05,183.5
1,2024:11:12 04:43:05,118.1
2,2024:11:12 04:43:05,51.6
3,2024:11:12 04:43:05,47.7
4,2024:11:12 04:43:05,635.5
5,2024:11:12 04:43:05,195.3
1,2024:11:12 04:44:05,339.6
2,2024:11:12 04:44:05,41.6
3,2024:11:12 04:44:05,70.3
4,2024:11:12 04:44:05,435.4
5,2024:11:12 04:44:05,195.3
1,2024:11:12 04:45:05,513.8
2,2024:11:12 04:45:05,51.2
3,2024:11:12 04:45:05,374.5
4,2024:11:12 04:45:05,382.7
5,2024:11:12 04:45:05,217.8
1,2024:11:12 04:46:05,517.2
2,2024:11:12 04:46:05,310.4
3,2024:11:12 04:46:05,454.4
4,2024:11:12 04:46:05,468.1
5,2024:11:12 04:46:05,141.3
1,2024:11:12 04:47:05,365.5
2,2024:11:12 04:47:05,310.8
3,2024:11:12 04:47:05,406.1
4,2024:11:12 04:47:05,667.6
5,2024:11:12 04:47:05,158.6
1,2024:11:12 04:48:05,403.2
2,2024:11:12 04:48:05,113.9
3,2024:11:12 04:48:05,504.5
4,2024:11:12 04:48:05,105.3
5,2024:11:12 04:48:05,232.7
1,2024:11:12 04:49:05,469.9
2,2024:11:12 04:49:05,50.2
3,2024:11:12 04:49:05,538.8
4,2024:11:12 04:49:05,454.2
5,2024:11:12 04:49:05,164.6
1,2024:11:12 04:50:05,249.9
2,2024:11:12 04:50:05,54.3
3,2024:11:12 04:50:05,466.5
4,2024:11:12 04:50:05,606.3
5,2024:11:12 04:50:05,211.0
1,2024:11:12 04:51:05,485.1
2,2024:11:12 04:51:05,39.6
3,2024:11:12 04:51:05,465.9
4,2024:11:12 04:51:05,415.0
5,2024:11:12 04:51:05,40.6
1,2024:11:12 04:52:05,270.4
2,2024:11:12 04:52:05,44.6
3,2024:11:12 04:52:05,472.1
4,2024:11:12 04:52:05,53.0
5,2024:11:12 04:52:05,162.0
1,2024:11:12 04:53:05,424.1
2,2024:11:12 04:53:05,74.8
3,2024:11:12 04:53:05,454.9
4,2024:11:12 04:53:05,458.5
5,2024:11:12 04:53:05,402.5
1,2024:11:12 04:54:05,356.8
2,2024:11:12 04:54:05,43.2
3,2024:11:12 04:54:05,8.6
4,2024:11:12 04:54:05,613.7
5,2024:11:12 04:54:05,729.7
1,2024:11:12 04:55:05,415.7
2,2024:11:12 04:55:05,44.2
3,2024:11:12 04:55:05,430.7
4,2024:11:12 04:55:05,539.0
5,2024:11:12 04:55:05,168.0
1,2024:11:12 04:56:05,457.9
2,2024:11:12 04:56:05,35.6
3,2024:11:12 04:56:05,629.4
4,2024:11:12 04:56:05,486.4
5,2024:11:12 04:56:05,202.4
1,2024:11:12 04:57:05,352.9
2,2024:11:12 04:57:05,45.5
3,2024:11:12 04:57:05,421.3
4,2024:11:12 04:57:05,409.1
5,2024:11:12 04:57:05,227.2
1,2024:11:12 04:58:05,75.1
2,2024:11:12 04:58:05,37.2
3,2024:11:12 04:58:05,360.0
4,2024:11:12 04:58:05,497.6
5,2024:11:12 04:58:05,205.1
1,2024:11:12 04:59:05,419.9
2,2024:11:12 04:59:05,52.2
3,2024:11:12 04:59:05,543.1
4,2024:11:12 04:59:05,227.7
5,2024:11:12 04:59:05,182.1
1,2024:11:12 05:00:05,369.4
2,2024:11:12 05:00:05,705.1
3,2024:11:12 05:00:05,386.1
4,2024:11:12 05:00:05,130.7
5,2024:11:12 05:00:05,214.9
1,2024:11:12 05:01:05,403.6
2,2024:11:12 05:01:05,49.9
3,2024:11:12 05:01:05,490.8
4,2024:11:12 05:01:05,352.7
5,2024:11:12 05:01:05,224.9
1,2024:11:12 05:02:05,114.7
2,2024:11:12 05:02:05,44.3
3,2024:11:12 05:02:05,4.1
4,2024:11:12 05:02:05,659.1
5,2024:11:12 05:02:05,213.9
1,2024:11:12 05:03:05,45.6
2,2024:11:12 05:03:05,40.9
3,2024:11:12 05:03:05,3.6
4,2024:11:12 05:03:05,350.9
5,2024:11:12 05:03:05,237.9
1,2024:11:12 05:04:05,464.1
2,2024:11:12 05:04:05,92.5
3,2024:11:12 05:04:05,392.0
4,2024:11:12 05:04:05,428.2
5,2024:11:12 05:04:05,211.2
1,2024:11:12 05:05:05,379.7
2,2024:11:12 05:05:05,7.1
3,2024:11:12 05:05:05,692.8
4,2024:11:12 05:05:05,554.0
5,2024:11:12 05:05:05,528.5
1,2024:11:12 05:06:05,419.6
2,2024:11:12 05:06:05,62.5
3,2024:11:12 05:06:05,466.7
4,2024:11:12 05:06:05,474.4
5,2024:11:12 05:06:05,208.6
1,2024:11:12 05:07:05,493.1
2,2024:11:12 05:07:05,253.5
3,2024:11:12 05:07:05,528.8
4,2024:11:12 05:07:05,477.9
5,2024:11:12 05:07:05,222.9
1,2024:11:12 05:08:05,410.6
2,2024:11:12 05:08:05,36.0
3,2024:11:12 05:08:05,435.6
4,2024:11:12 05:08:05,388.8
5,2024:11:12 05:08:05,256.2
1,2024:11:12 05:09:05,83.8
2,2024:11:12 05:09:05,50.3
3,2024:11:12 05:09:05,529.1
4,2024:11:12 05:09:05,47.7
5,2024:11:12 05:09:05,49.3
1,2024:11:12 05:10:05,473.1
2,2024:11:12 05:10:05,42.0
3,2024:11:12 05:10:05,362.2
4,2024:11:12 05:10:05,413.8
5,2024:11:12 05:10:05,786.2
1,2024:11:12 05:11:05,501.6
2,2024:11:12 05:11:05,603.2
3,2024:11:12 05:11:05,360.9
4,2024:11:12 05:11:05,732.7
5,2024:11:12 05:11:05,128.3
1,2024:11:12 05:12:05,433.2
2,2024:11:12 05:12:05,7.7
3,2024:11:12 05:12:05,465.9
4,2024:11:12 05:12:05,528.4
5,2024:11:12 05:12:05,42.1
1,2024:11:12 05:13:05,547.5
2,2024:11:12 05:13:05,105.1
3,2024:11:12 05:13:05,456.9
4,2024:11:12 05:13:05,470.9
5,2024:11:12 05:13:05,79.7
1,2024:11:12 05:14:05,391.5
2,2024:11:12 05:14:05,5.8
3,2024:11:12 05:14:05,354.8
4,2024:11:12 05:14:05,539.0
5,2024:11:12 05:14:05,165.8
1,2024:11:12 05:15:05,400.3
2,2024:11:12 05:15:05,11.3
3,2024:11:12 05:15:05,454.6
4,2024:11:12 05:15:05,453.5
5,2024:11:12 05:15:05,183.1
1,2024:11:12 05:16:05,547.8
2,2024:11:12 05:16:05,52.2
3,2024:11:12 05:16:05,596.6
4,2024:11:12 05:16:05,486.1
5,2024:11:12 05:16:05,169.1
1,2024:11:12 05:17:05,516.8
2,2024:11:12 05:17:05,46.6
3,2024:11:12 05:17:05,3.5
